iter	Passed	Remaining
242	1114	1178
243	1118	1173
244	1124	1170
245	1128	1164
246	1131	1159
247	1136	1155
248	1139	1149
249	1143	1143
250	1147	1138
251	1153	1135
252	1158	1131
253	1164	1127
254	1169	1123
255	1173	1118
256	1176	1112
257	1183	1110
258	1191	1109
259	1197	1105
260	1204	1102
261	1211	1100
262	1221	1100
263	1230	1100
264	1244	1103
265	1253	1102
266	1258	1097
267	1262	1092
268	1268	1089
269	1272	1084
270	1276	1078
271	1280	1073
272	1285	1068
273	1288	1062
274	1292	1057
275	1298	1053
276	1301	1047
277	1305	1042
278	1309	1037
279	1314	1032
280	1317	1026
281	1322	1022
282	1324	1015
283	1327	1009
284	1334	1006
285	1339	1002
286	1342	996
287	1351	994
288	1355	989
289	1359	984
290	1362	978
291	1366	973
292	1370	968
293	1375	963
294	1378	958
295	1382	953
296	1386	947
297	1389	941
298	1393	936
299	1396	930
300	1400	926
301	1404	920
302	1407	915
303	1410	909
304	1414	904
305	1421	901
306	1425	896
307	1430	891
308	1434	886
309	1438	881
310	1441	876
311	1445	871
312	1452	867
313	1455	862
314	1459	857
315	1462	851
316	1469	848
317	1473	843
318	1476	838
319	1482	833
320	1486	828
321	1490	823
322	1494	818
323	1500	815
324	1505	810
325	1508	805
326	1511	799
327	1517	795
328	1521	790
329	1525	785
330	1531	781
331	1536	777
332	1541	773
333	1548	769
334	1553	765
335	1557	760
336	1563	756
337	1567	751
338	1571	746
339	1575	741
340	1580	736
341	1584	732
342	1589	727
343	1596	723
344	1602	720
345	1609	716
346	1614	712
347	1621	708
348	1625	703
349	1630	698
350	1633	693
351	1637	688
352	1639	682
353	1645	678
354	1649	673
355	1653	668
356	1659	664
357	1664	660
358	1668	655
359	1672	650
360	1677	645
361	1680	640
362	1684	635
363	1687	630
364	1693	626
365	1696	621
366	1701	616
367	1706	612
368	1711	607
369	1716	603
370	1719	598
371	1726	593
372	1729	588
373	1733	584
374	1737	579
375	1743	574
376	1748	570
377	1753	565
378	1757	561
379	1761	556
380	1764	551
381	1768	546
382	1774	542
383	1777	536
384	1780	531
385	1783	526
386	1789	522
387	1794	517
388	1799	513
389	1803	508
390	1812	505
391	1818	501
392	1824	496
393	1828	491
394	1832	487
395	1837	482
396	1843	478
397	1847	473
398	1850	468
399	1855	463
400	1858	458
401	1864	454
402	1867	449
403	1872	444
404	1875	440
405	1880	435
406	1882	430
407	1888	425
408	1892	420
409	1895	416
410	1899	411
411	1904	406
412	1912	402
413	1922	399
414	1930	395
415	1943	392
416	1949	387
417	1954	383
418	1957	378
419	1962	373
420	1965	368
421	1971	364
422	1975	359
423	1979	354
424	1985	350
425	1988	345
426	1993	340
427	1997	336
428	2003	331
429	2008	326
430	2011	322
431	2014	317
432	2020	312
433	2024	307
434	2027	302
435	2030	298
436	2034	293
437	2038	288
438	2042	283
439	2047	279
440	2053	274
441	2057	269
442	2063	265
443	2068	260
444	2071	255
445	2074	251
446	2078	246
447	2082	241
448	2087	237
449	2091	232
450	2094	227
451	2100	223
452	2104	218
453	2109	213
454	2114	209
455	2119	204
456	2123	199
457	2125	194
458	2134	190
459	2141	186
460	2147	181
461	2153	177
462	2161	172
463	2167	168
464	2173	163
465	2180	159
466	2185	154
467	2189	149
468	2192	144
469	2199	140
470	2202	135
471	2207	130
472	2210	126
473	2217	121
474	2222	116
475	2224	112
476	2231	107
477	2234	102
478	2238	98
479	2242	93
480	2248	88
481	2252	84
482	2255	79
483	2258	74
484	2264	70
485	2269	65
486	2272	60
487	2276	55
488	2283	51
489	2289	46
490	2294	42
491	2297	37
492	2301	32
493	2303	27
494	2306	23
495	2310	18
496	2314	13
497	2318	9
498	2321	4
499	2326	0
