iter	Accuracy	Logloss
82	0.8905723906	0.3311015833
83	0.8922558923	0.3300052919
84	0.8922558923	0.3300050642
85	0.8939393939	0.3290607389
86	0.8922558923	0.3277610274
87	0.8922558923	0.3267506933
88	0.8922558923	0.3266750554
89	0.8922558923	0.3251535118
90	0.8922558923	0.3245672792
91	0.8939393939	0.3233760039
92	0.8922558923	0.3224823256
93	0.8939393939	0.3213916333
94	0.8922558923	0.321284845
95	0.8922558923	0.320471815
96	0.8922558923	0.3201081863
97	0.8922558923	0.3192809394
98	0.8905723906	0.318259434
99	0.8905723906	0.3170801899
100	0.8973063973	0.3152343958
101	0.8973063973	0.3139726619
102	0.8973063973	0.3132344515
103	0.8973063973	0.3123661383
104	0.898989899	0.3113107868
105	0.9006734007	0.3108606721
106	0.9006734007	0.3092281062
107	0.9006734007	0.3089854666
108	0.9006734007	0.3080175619
109	0.9006734007	0.3075759968
110	0.9006734007	0.3068311206
111	0.9006734007	0.3063811802
112	0.9006734007	0.3058201365
113	0.9006734007	0.3051399766
114	0.9006734007	0.304139779
115	0.9006734007	0.3029436881
116	0.9006734007	0.3026979254
117	0.9006734007	0.3022777139
118	0.9006734007	0.3015946415
119	0.9006734007	0.3015360562
120	0.9006734007	0.3014831478
121	0.9006734007	0.3002968208
122	0.9006734007	0.2996873482
123	0.9006734007	0.2995084591
124	0.9006734007	0.2988007836
125	0.9006734007	0.2969698971
126	0.9006734007	0.2962399513
127	0.9006734007	0.2957410942
128	0.9006734007	0.2950328474
129	0.9006734007	0.2940477423
130	0.9006734007	0.2936086405
131	0.9006734007	0.2931025925
132	0.9006734007	0.2928609253
133	0.9023569024	0.2913761978
134	0.904040404	0.2912492636
135	0.904040404	0.2907817523
136	0.904040404	0.289877302
137	0.9057239057	0.2885616365
138	0.9057239057	0.2880430001
139	0.9057239057	0.2874833724
140	0.9074074074	0.2869002434
141	0.9074074074	0.2859753591
142	0.9074074074	0.2853154895
143	0.9074074074	0.2849575026
144	0.9074074074	0.2842353264
145	0.9074074074	0.2840435366
146	0.9074074074	0.2836830582
147	0.9074074074	0.2831419677
148	0.9090909091	0.282809481
149	0.9090909091	0.2826983207
150	0.9090909091	0.2826835035
151	0.9090909091	0.2826007437
152	0.9090909091	0.2820723833
153	0.9074074074	0.2811160531
154	0.9074074074	0.2805154547
155	0.9074074074	0.280395615
156	0.9090909091	0.2797915575
157	0.9090909091	0.2796502555
158	0.9090909091	0.2787930118
159	0.9090909091	0.278631441
160	0.9090909091	0.2784476539
161	0.9090909091	0.2783723503
162	0.9090909091	0.2782674501
163	0.9107744108	0.277809538
164	0.9107744108	0.2767740317
165	0.9090909091	0.2757852042
166	0.9090909091	0.2751049199
167	0.9090909091	0.2748992275
168	0.9107744108	0.2746546147
169	0.9107744108	0.2743112713
170	0.9107744108	0.2741021679
171	0.9107744108	0.2727997543
172	0.9124579125	0.2723472555
173	0.9124579125	0.2705656102
174	0.9124579125	0.2687725114
175	0.9141414141	0.2680482005
176	0.9175084175	0.2671315653
177	0.9208754209	0.2664871616
178	0.9208754209	0.2651499169
179	0.9208754209	0.264328894
180	0.9208754209	0.2633550823
181	0.9208754209	0.2629978963
182	0.9208754209	0.2625563032
183	0.9208754209	0.2619565041
184	0.9208754209	0.2614655785
185	0.9208754209	0.2608757595
186	0.9208754209	0.260165624
187	0.9191919192	0.25975232
188	0.9191919192	0.259120543
189	0.9191919192	0.2587650221
190	0.9208754209	0.2577978052
191	0.9191919192	0.2559229015
192	0.9191919192	0.2544195902
193	0.9208754209	0.254110692
194	0.9225589226	0.253380531
195	0.9225589226	0.2531259998
196	0.9242424242	0.2527563407
197	0.9242424242	0.2524852857
198	0.9225589226	0.2520668657
199	0.9242424242	0.2518071609
200	0.9259259259	0.2488728302
201	0.9259259259	0.2486037814
202	0.9276094276	0.2472756039
203	0.9276094276	0.2466709705
204	0.9276094276	0.2464367899
205	0.9292929293	0.2462461403
206	0.9276094276	0.2445735543
207	0.9276094276	0.2433453222
208	0.9276094276	0.2430205208
209	0.9276094276	0.242050671
210	0.9292929293	0.2415284088
211	0.9292929293	0.2408392071
212	0.9276094276	0.2401892185
213	0.9276094276	0.2398983552
214	0.9276094276	0.239760351
215	0.9292929293	0.2389082503
216	0.9292929293	0.2382395002
217	0.9292929293	0.2381569655
218	0.930976431	0.2376344331
219	0.9377104377	0.236556631
220	0.9343434343	0.2349807832
221	0.936026936	0.2347238861
222	0.936026936	0.233983095
223	0.9326599327	0.2329958605
224	0.9326599327	0.2316842367
225	0.9326599327	0.2305201506
226	0.930976431	0.2295030117
227	0.930976431	0.2289882835
228	0.9326599327	0.2283036506
229	0.9326599327	0.2272523418
230	0.9326599327	0.2265430288
231	0.9343434343	0.2256124608
232	0.9343434343	0.225254367
233	0.9343434343	0.2249632216
234	0.9326599327	0.2241296252
235	0.9343434343	0.2227196772
236	0.9326599327	0.2224867586
237	0.9343434343	0.2216959338
238	0.9343434343	0.2209080862
239	0.936026936	0.2204727122
240	0.936026936	0.2202588167
241	0.936026936	0.2198241518
242	0.936026936	0.2190043868
243	0.9377104377	0.2185286571
244	0.9377104377	0.2182395825
245	0.9377104377	0.2180628573
246	0.9377104377	0.2178215422
247	0.9377104377	0.2172713253
248	0.9377104377	0.2163820826
249	0.9377104377	0.216162983
250	0.9377104377	0.2155573698
251	0.9377104377	0.2150906752
252	0.9393939394	0.2141797685
253	0.9393939394	0.2134721573
254	0.9393939394	0.2125590345
255	0.9393939394	0.2123360956
256	0.9393939394	0.2115780489
257	0.9393939394	0.2112719887
258	0.9393939394	0.2103227881
259	0.9393939394	0.2095839909
260	0.9393939394	0.2093028049
261	0.9393939394	0.2088648784
262	0.9393939394	0.2085204551
263	0.9393939394	0.2081378848
264	0.9410774411	0.2066548118
265	0.9410774411	0.2061538779
266	0.9427609428	0.2053898627
267	0.9444444444	0.2044429783
268	0.9444444444	0.2040776348
269	0.9444444444	0.203339306
270	0.9461279461	0.2026047137
271	0.9461279461	0.2025048711
272	0.9461279461	0.2022494608
273	0.9444444444	0.2020591288
274	0.9444444444	0.2019082941
275	0.9444444444	0.2014179509
276	0.9444444444	0.201109298
277	0.9444444444	0.2003166441
278	0.9444444444	0.200017655
279	0.9444444444	0.1996133361
280	0.9444444444	0.1984921734
281	0.9444444444	0.1983756078
282	0.9461279461	0.197663023
283	0.9461279461	0.1970099113
284	0.9478114478	0.1965427333
285	0.9494949495	0.196098168
286	0.9528619529	0.195110126
287	0.9528619529	0.1948609227
288	0.9528619529	0.1945450089
289	0.9528619529	0.1943349324
290	0.9528619529	0.1939724592
291	0.9528619529	0.1938419198
292	0.9528619529	0.1931932738
293	0.9528619529	0.1930345473
294	0.9545454545	0.1925352147
295	0.9545454545	0.1923227548
296	0.9545454545	0.1919930097
297	0.9545454545	0.1914321517
298	0.9562289562	0.1904419331
299	0.9562289562	0.1895708006
300	0.9562289562	0.1889968347
301	0.9562289562	0.1888149534
302	0.9562289562	0.1884510301
303	0.9562289562	0.1879656264
304	0.9562289562	0.1877396931
305	0.9562289562	0.1870222168
306	0.9562289562	0.1867575597
307	0.9562289562	0.1861754896
308	0.9562289562	0.1857970308
309	0.9562289562	0.1846895464
310	0.9562289562	0.1839028807
311	0.9562289562	0.1832657903
312	0.9562289562	0.1827209346
313	0.9562289562	0.182162598
314	0.9562289562	0.1818559002
315	0.9562289562	0.1817997272
316	0.9562289562	0.1809555848
317	0.9562289562	0.1807397989
318	0.9562289562	0.1802604442
319	0.9562289562	0.1801790128
320	0.9562289562	0.1797127094
321	0.9562289562	0.1795873349
322	0.9562289562	0.1789042449
323	0.9562289562	0.1784596967
324	0.9562289562	0.1783414069
325	0.9562289562	0.1777048166
326	0.9562289562	0.1772576796
327	0.9562289562	0.177060531
328	0.9562289562	0.1767471071
329	0.9579124579	0.1764412917
330	0.9579124579	0.1761637353
331	0.9595959596	0.1755879571
332	0.9595959596	0.1752025859
333	0.9595959596	0.1747769366
334	0.9595959596	0.1744086836
335	0.9612794613	0.1739487934
336	0.9612794613	0.1735611244
337	0.9612794613	0.1733143709
338	0.9612794613	0.1730198806
339	0.9595959596	0.1725341032
340	0.9595959596	0.1717463644
341	0.9612794613	0.1707805727
342	0.9612794613	0.1702360564
343	0.9612794613	0.1691668707
344	0.9612794613	0.1687514862
345	0.9612794613	0.1686703217
346	0.9612794613	0.1683234466
347	0.9612794613	0.1681638523
348	0.9612794613	0.1679805179
349	0.9612794613	0.1679420349
350	0.9612794613	0.1676160073
351	0.9612794613	0.1674522977
352	0.9612794613	0.1672791448
353	0.9612794613	0.166898292
354	0.9612794613	0.1664566063
355	0.9612794613	0.1659185623
356	0.9612794613	0.1654959549
357	0.9612794613	0.1650165366
358	0.9612794613	0.1648524147
359	0.9612794613	0.1646892789
360	0.9612794613	0.1643939747
361	0.9612794613	0.163836427
362	0.9612794613	0.1635721117
363	0.9612794613	0.1632699613
364	0.9612794613	0.163171464
365	0.9612794613	0.1629643229
366	0.9612794613	0.1627595731
367	0.9612794613	0.1625105516
368	0.9612794613	0.1622837919
369	0.9612794613	0.1617798461
370	0.9612794613	0.1614646782
371	0.9612794613	0.1610511003
372	0.9612794613	0.1609867848
373	0.9612794613	0.1605272881
374	0.9612794613	0.16004506
375	0.9612794613	0.1596615426
376	0.9612794613	0.1592545683
377	0.9612794613	0.1592078147
378	0.9612794613	0.1590673695
379	0.9612794613	0.1588455202
380	0.9612794613	0.1583538671
381	0.9612794613	0.1581773207
382	0.962962963	0.1577427742
383	0.962962963	0.157115562
384	0.962962963	0.1566965015
385	0.962962963	0.1565709839
386	0.962962963	0.1563771288
387	0.962962963	0.1560535472
388	0.962962963	0.1555044552
389	0.962962963	0.1554452347
390	0.962962963	0.1549531996
391	0.962962963	0.1541945412
392	0.962962963	0.1539366387
393	0.962962963	0.1537486833
394	0.962962963	0.1533963874
395	0.9646464646	0.1528596578
396	0.9646464646	0.152762425
397	0.9646464646	0.1525983986
398	0.9646464646	0.1524171318
399	0.9646464646	0.1521182696
400	0.9646464646	0.1518345902
401	0.9646464646	0.1514152921
402	0.9646464646	0.1510056936
403	0.9646464646	0.1507165433
404	0.9646464646	0.1505667676
405	0.9646464646	0.1502681279
406	0.9646464646	0.1502618397
407	0.9646464646	0.1500423157
408	0.9646464646	0.1498595803
409	0.9646464646	0.1496974338
410	0.9646464646	0.1493923411
411	0.9646464646	0.1491984146
412	0.9646464646	0.1489656927
413	0.9646464646	0.148650017
414	0.9646464646	0.1483285992
415	0.9646464646	0.1479531086
416	0.9663299663	0.1476280669
417	0.9663299663	0.1475198606
418	0.9663299663	0.1471681605
419	0.9663299663	0.1468425288
420	0.9663299663	0.1467332964
421	0.9663299663	0.1465095507
422	0.9663299663	0.1462721419
423	0.9646464646	0.1459667743
424	0.9663299663	0.1458498144
425	0.9663299663	0.1455426688
426	0.9663299663	0.1453024042
427	0.9663299663	0.1449284024
428	0.9663299663	0.1446767161
429	0.9663299663	0.1444641706
430	0.9663299663	0.1439735933
431	0.9663299663	0.1438095323
432	0.9663299663	0.1436052982
433	0.9663299663	0.143543682
434	0.9663299663	0.1433638988
435	0.9663299663	0.1432206904
436	0.9663299663	0.1431142407
437	0.9663299663	0.142182859
438	0.9663299663	0.1418582896
439	0.9663299663	0.141416907
440	0.9663299663	0.1413564275
441	0.9663299663	0.1410735546
442	0.9663299663	0.140939392
443	0.9663299663	0.1408715031
444	0.9663299663	0.1407534169
445	0.9663299663	0.1406052481
446	0.9663299663	0.1400724757
447	0.9663299663	0.1398953133
448	0.9663299663	0.1392684341
449	0.9663299663	0.1388405427
450	0.9663299663	0.1386235103
451	0.9663299663	0.1383513877
452	0.9663299663	0.1380437
453	0.9663299663	0.1378805751
454	0.9663299663	0.137701733
455	0.968013468	0.1373486154
456	0.968013468	0.1371849983
457	0.968013468	0.1369465339
458	0.968013468	0.1368382721
459	0.968013468	0.1363941536
460	0.968013468	0.136111939
461	0.968013468	0.1359496908
462	0.968013468	0.1357309344
463	0.968013468	0.1355966122
464	0.968013468	0.1354301303
465	0.968013468	0.1347700774
466	0.968013468	0.1346093655
467	0.968013468	0.134436258
468	0.968013468	0.1343757555
469	0.968013468	0.1339648565
470	0.968013468	0.1337104613
471	0.968013468	0.1335793842
472	0.9696969697	0.1333114888
473	0.9696969697	0.1328957925
474	0.9696969697	0.1327266641
475	0.9696969697	0.13236807
476	0.9696969697	0.1320873612
477	0.9696969697	0.1314181227
478	0.9696969697	0.1310731338
479	0.9696969697	0.1309437955
480	0.9696969697	0.1308692461
481	0.9696969697	0.130715756
482	0.9696969697	0.130595012
483	0.9696969697	0.130348345
484	0.9696969697	0.1301803547
485	0.9696969697	0.1298968359
486	0.9696969697	0.1297265786
487	0.9696969697	0.1293483022
488	0.9696969697	0.1292575859
489	0.9696969697	0.12906625
490	0.9696969697	0.1288726187
491	0.9696969697	0.1287149258
492	0.9696969697	0.1285820331
493	0.9696969697	0.1284472077
494	0.9696969697	0.1283441796
495	0.9696969697	0.1282792264
496	0.9696969697	0.1281626779
497	0.9696969697	0.1279326349
498	0.9696969697	0.1278952002
499	0.9696969697	0.1278406961
