iter	Passed	Remaining
247	1059	1076
248	1064	1072
249	1068	1068
250	1072	1063
251	1077	1060
252	1081	1055
253	1085	1051
254	1088	1046
255	1095	1044
256	1101	1041
257	1105	1036
258	1110	1033
259	1112	1027
260	1115	1021
261	1120	1017
262	1124	1013
263	1129	1009
264	1133	1004
265	1138	1001
266	1146	1000
267	1152	997
268	1159	995
269	1168	995
270	1179	996
271	1219	1022
272	1227	1020
273	1231	1016
274	1235	1010
275	1239	1006
276	1244	1002
277	1248	997
278	1252	991
279	1255	986
280	1261	983
281	1266	979
282	1273	976
283	1280	973
284	1283	968
285	1286	962
286	1294	961
287	1300	957
288	1303	951
289	1308	947
290	1311	942
291	1315	936
292	1319	932
293	1324	927
294	1328	923
295	1333	918
296	1336	913
297	1342	909
298	1346	905
299	1348	899
300	1352	894
301	1356	889
302	1359	884
303	1362	878
304	1366	873
305	1369	868
306	1374	864
307	1378	859
308	1381	854
309	1386	849
310	1393	846
311	1398	842
312	1401	837
313	1406	832
314	1410	828
315	1414	823
316	1417	818
317	1423	814
318	1429	811
319	1437	808
320	1445	806
321	1449	801
322	1454	797
323	1459	792
324	1464	788
325	1466	782
326	1471	778
327	1475	773
328	1478	768
329	1482	763
330	1487	759
331	1492	755
332	1497	750
333	1504	747
334	1510	743
335	1515	739
336	1520	735
337	1527	732
338	1532	727
339	1538	724
340	1544	720
341	1548	715
342	1554	711
343	1560	707
344	1563	702
345	1569	698
346	1572	693
347	1577	689
348	1580	683
349	1586	679
350	1589	674
351	1592	669
352	1596	664
353	1601	660
354	1606	656
355	1611	651
356	1615	647
357	1620	642
358	1624	638
359	1628	633
360	1634	629
361	1640	625
362	1644	620
363	1647	615
364	1653	611
365	1660	607
366	1672	606
367	1676	601
368	1679	596
369	1684	591
370	1687	586
371	1692	582
372	1694	577
373	1698	572
374	1702	567
375	1705	562
376	1708	557
377	1711	552
378	1717	548
379	1722	543
380	1724	538
381	1727	533
382	1732	529
383	1735	524
384	1739	519
385	1743	514
386	1749	510
387	1753	506
388	1759	501
389	1764	497
390	1769	493
391	1773	488
392	1776	483
393	1782	479
394	1787	475
395	1790	470
396	1793	465
397	1797	460
398	1800	455
399	1804	451
400	1808	446
401	1813	442
402	1816	437
403	1819	432
404	1824	427
405	1826	422
406	1832	418
407	1838	414
408	1844	410
409	1849	406
410	1854	401
411	1863	398
412	1867	393
413	1871	388
414	1875	384
415	1880	379
416	1883	374
417	1887	370
418	1892	365
419	1898	361
420	1904	357
421	1907	352
422	1914	348
423	1922	344
424	1932	340
425	1939	336
426	1946	332
427	1951	328
428	1955	323
429	1960	319
430	1965	314
431	1969	309
432	1972	305
433	1977	300
434	1981	296
435	1984	291
436	1987	286
437	1990	281
438	1995	277
439	1999	272
440	2002	267
441	2005	263
442	2011	258
443	2015	254
444	2019	249
445	2025	245
446	2030	240
447	2033	236
448	2037	231
449	2042	226
450	2046	222
451	2050	217
452	2057	213
453	2061	208
454	2066	204
455	2072	199
456	2077	195
457	2081	190
458	2085	186
459	2090	181
460	2095	177
461	2098	172
462	2102	168
463	2106	163
464	2110	158
465	2114	154
466	2118	149
467	2121	145
468	2126	140
469	2130	135
470	2135	131
471	2140	126
472	2147	122
473	2154	118
474	2159	113
475	2166	109
476	2171	104
477	2181	100
478	2184	95
479	2191	91
480	2197	86
481	2204	82
482	2209	77
483	2214	73
484	2217	68
485	2223	64
486	2228	59
487	2231	54
488	2237	50
489	2243	45
490	2249	41
491	2256	36
492	2259	32
493	2263	27
494	2269	22
495	2273	18
496	2277	13
497	2281	9
498	2286	4
499	2290	0
