iter	Accuracy	Logloss
394	0.9764309764	0.1237762216
395	0.9764309764	0.1236787498
396	0.9764309764	0.1234967429
397	0.9764309764	0.1232178232
398	0.9764309764	0.1230032072
399	0.9764309764	0.1225754998
400	0.9764309764	0.1225474784
401	0.9764309764	0.1222441197
402	0.9764309764	0.1219690953
403	0.9764309764	0.1212254697
404	0.9764309764	0.1207211857
405	0.9764309764	0.1203273175
406	0.9781144781	0.1198152069
407	0.9781144781	0.1193470924
408	0.9781144781	0.1189839286
409	0.9781144781	0.1186214871
410	0.9781144781	0.1181169869
411	0.9781144781	0.1178226944
412	0.9781144781	0.1175204883
413	0.9781144781	0.1172396267
414	0.9781144781	0.1170998854
415	0.9781144781	0.1169839086
416	0.9781144781	0.1165764093
417	0.9781144781	0.1165282748
418	0.9781144781	0.1162930153
419	0.9781144781	0.1160503709
420	0.9781144781	0.1156734368
421	0.9797979798	0.1154931748
422	0.9797979798	0.1152385651
423	0.9797979798	0.114903254
424	0.9797979798	0.1147821167
425	0.9797979798	0.1143440976
426	0.9797979798	0.114064776
427	0.9797979798	0.1136675904
428	0.9797979798	0.1135975654
429	0.9797979798	0.113432052
430	0.9797979798	0.1132451846
431	0.9797979798	0.1131804659
432	0.9797979798	0.1129494346
433	0.9797979798	0.1126598161
434	0.9797979798	0.1123759864
435	0.9797979798	0.1123052707
436	0.9797979798	0.1118086772
437	0.9797979798	0.1112744138
438	0.9797979798	0.1109884625
439	0.9797979798	0.1107259452
440	0.9797979798	0.1104723329
441	0.9797979798	0.1103521413
442	0.9797979798	0.1101377667
443	0.9797979798	0.1100304496
444	0.9797979798	0.1098095287
445	0.9797979798	0.1095067695
446	0.9797979798	0.1094006292
447	0.9797979798	0.1090782335
448	0.9797979798	0.1089243625
449	0.9797979798	0.1087944083
450	0.9797979798	0.1085200013
451	0.9797979798	0.1083974598
452	0.9797979798	0.1081391028
453	0.9797979798	0.1079458167
454	0.9797979798	0.1075194737
455	0.9797979798	0.1072943003
456	0.9797979798	0.1070628
457	0.9797979798	0.1069487908
458	0.9814814815	0.106577374
459	0.9814814815	0.1062607087
460	0.9814814815	0.1058981025
461	0.9814814815	0.1055273347
462	0.9814814815	0.1054197858
463	0.9814814815	0.1053098023
464	0.9814814815	0.1048423153
465	0.9814814815	0.1045348427
466	0.9814814815	0.1044184238
467	0.9814814815	0.104314821
468	0.9814814815	0.1041322996
469	0.9814814815	0.1039081258
470	0.9814814815	0.1037124073
471	0.9814814815	0.1035006068
472	0.9814814815	0.1031662706
473	0.9814814815	0.1029342771
474	0.9814814815	0.102594623
475	0.9814814815	0.1022230267
476	0.9814814815	0.1021374198
477	0.9814814815	0.1019825456
478	0.9814814815	0.1019008645
479	0.9814814815	0.1017512382
480	0.9814814815	0.1015879809
481	0.9814814815	0.1011332374
482	0.9814814815	0.1010989064
483	0.9814814815	0.1007874036
484	0.9814814815	0.1006440027
485	0.9814814815	0.1003837507
486	0.9814814815	0.09997800127
487	0.9814814815	0.09972075335
488	0.9814814815	0.09956839383
489	0.9814814815	0.09937570713
490	0.9814814815	0.0992244715
491	0.9814814815	0.0989350812
492	0.9831649832	0.09871439096
493	0.9831649832	0.09853200226
494	0.9831649832	0.09829669978
495	0.9831649832	0.09789856458
496	0.9831649832	0.0975984539
497	0.9831649832	0.09732743943
498	0.9831649832	0.09722312765
499	0.9848484848	0.09704962759
